nama_kategori,nama_produk,tgl_transaksi,nama_cabang,nilai_jual,jumlah_unit
Buah,Manggis 1 kg,1/2/2008 0:00,PHI Mini Market - Surabaya 01," 2,177,280 ", 108 
Buah,nenas 1 kg,1/2/2008 0:00,PHI Mini Market - Surabaya 01," 851,200 ", 140 
Buah,nangka 1 kg,1/2/2008 0:00,PHI Mini Market - Surabaya 01," 167,101,440 "," 5,504 "
Buah,pepaya 1 buah,1/2/2008 0:00,PHI Mini Market - Surabaya 01," 610,000 ", 122 
Buah,pisang 1 sisir,1/2/2008 0:00,PHI Mini Market - Surabaya 01," 1,242,180 ", 206 
Buah,rambutan 1 kg,1/2/2008 0:00,PHI Mini Market - Surabaya 01," 269,990 ", 49 
Buah,salak 1 kg,1/2/2008 0:00,PHI Mini Market - Surabaya 01," 1,893,780 ", 126 
Buah,semangka 1 buah,1/2/2008 0:00,PHI Mini Market - Surabaya 01," 2,269,140 ", 177 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 2,090,660 ", 187 
Sayur-Sayuran,buncis 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 900,820 ", 146 
Sayur-Sayuran,kacang panjang 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 946,360 ", 118 
Sayur-Sayuran,kacang hijau 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 506,940 ", 71 
Sayur-Sayuran,kentang 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 68,688,000 "," 8,640 "
Sayur-Sayuran,ketimun 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 221,760 ", 48 
Sayur-Sayuran,kobis 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 86,670 ", 81 
Sayur-Sayuran,tomat 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 580,560 ", 123 
Sayur-Sayuran,ubi kayu basah 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 53,760 ", 48 
Sayur-Sayuran,ubi jalar 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 71,400 ", 60 
Sayur-Sayuran,wortel 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 276,500 ", 79 
Makanan & Minuman,susu kotak (800 ml),1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,089,000 ", 90 
Makanan & Minuman,telur ayam ras 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,077,300 ", 95 
Makanan & Minuman,telur ayam kampung 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 2,332,440 ", 124 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/3/2008 0:00,PHI Mini Market - Makassar 01," 6,583,980 ", 69 
Makanan & Minuman,air mineral 600 ml,1/3/2008 0:00,PHI Mini Market - Makassar 01," 200,400 ", 167 
Makanan & Minuman,jus kesehatan 600 ml,1/3/2008 0:00,PHI Mini Market - Makassar 01," 871,220 ", 98 
Makanan & Minuman,nasi goreng instant (1 ons),1/3/2008 0:00,PHI Mini Market - Makassar 01," 841,770 ", 141 
Makanan & Minuman,snack gurih 1 ons,1/3/2008 0:00,PHI Mini Market - Makassar 01," 441,840 ", 84 
Makanan & Minuman,kacang goreng 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,352,610 ", 113 
Makanan & Minuman,kacang mete 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 6,009,500 ", 85 
Makanan & Minuman,markisa 600 ml,1/3/2008 0:00,PHI Mini Market - Makassar 01," 2,244,800 ", 160 
Makanan & Minuman,bumbu fried chicken,1/3/2008 0:00,PHI Mini Market - Makassar 01," 2,499,990 ", 167 
Makanan & Minuman,susu kotak 1 l,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,215,120 ", 122 
Makanan & Minuman,minuman probiotik,1/3/2008 0:00,PHI Mini Market - Makassar 01," 48,600 ", 54 
Buah,jeruk 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,120,650 ", 93 
Buah,apel 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,613,680,640 "," 29,696 "
Buah,alpukat 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 948,280 ", 157 
Buah,belimbing 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 505,260 ", 126 
Buah,durian 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 2,177,700 ", 122 
Buah,kelapa muda,1/3/2008 0:00,PHI Mini Market - Makassar 01," 530,250 ", 105 
Buah,mangga 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,466,800 ", 95 
Buah,Manggis 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,787,120 ", 89 
Buah,nenas 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 806,520 ", 132 
Buah,nangka 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 167,270,400 "," 5,632 "
Buah,pepaya 1 buah,1/3/2008 0:00,PHI Mini Market - Makassar 01," 621,180 ", 126 
Buah,pisang 1 sisir,1/3/2008 0:00,PHI Mini Market - Makassar 01," 486,000 ", 81 
Buah,rambutan 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 370,600 ", 68 
Buah,salak 1 kg,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,605,000 ", 107 
Buah,semangka 1 buah,1/3/2008 0:00,PHI Mini Market - Makassar 01," 1,438,800 ", 110 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,185,080 ", 106 
Sayur-Sayuran,buncis 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 234,840 ", 38 
Sayur-Sayuran,kacang panjang 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 421,200 ", 52 
Sayur-Sayuran,kacang hijau 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 895,860 ", 126 
Sayur-Sayuran,kentang 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 76,016,640 "," 9,408 "
Sayur-Sayuran,ketimun 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 322,920 ", 69 
Sayur-Sayuran,kobis 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 118,720 ", 112 
Sayur-Sayuran,tomat 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 413,850 ", 89 
Sayur-Sayuran,ubi kayu basah 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 68,200 ", 62 
Sayur-Sayuran,ubi jalar 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 160,480 ", 136 
Sayur-Sayuran,wortel 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 540,540 ", 154 
Makanan & Minuman,susu kotak (800 ml),1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,950,930 ", 159 
Makanan & Minuman,telur ayam ras 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,239,700 ", 110 
Makanan & Minuman,telur ayam kampung 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,267,540 ", 121 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 4,838,500 ", 50 
Makanan & Minuman,air mineral 600 ml,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 174,930 ", 147 
Makanan & Minuman,jus kesehatan 600 ml,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 777,780 ", 87 
Makanan & Minuman,nasi goreng instant (1 ons),1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 506,520 ", 84 
Makanan & Minuman,snack gurih 1 ons,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 503,040 ", 96 
Makanan & Minuman,kacang goreng 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 687,990 ", 57 
Makanan & Minuman,kacang mete 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 6,623,400 ", 95 
Makanan & Minuman,markisa 600 ml,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 719,610 ", 51 
Makanan & Minuman,bumbu fried chicken,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,294,560 ", 87 
Makanan & Minuman,susu kotak 1 l,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 718,560 ", 72 
Makanan & Minuman,minuman probiotik,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 95,040 ", 108 
Buah,jeruk 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,945,040 ", 164 
Buah,apel 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 858,880,000 "," 15,616 "
Buah,alpukat 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 300,000 ", 50 
Buah,belimbing 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 397,000 ", 100 
Buah,durian 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,532,360 ", 141 
Buah,kelapa muda,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 457,730 ", 91 
Buah,mangga 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,279,030 ", 83 
Buah,Manggis 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,543,080 ", 77 
Buah,nenas 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 378,200 ", 62 
Buah,nangka 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 194,664,960 "," 6,528 "
Buah,pepaya 1 buah,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 873,480 ", 174 
Buah,pisang 1 sisir,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 577,920 ", 96 
Buah,rambutan 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 395,660 ", 73 
Buah,salak 1 kg,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,427,850 ", 95 
Buah,semangka 1 buah,1/3/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,104,600 ", 84 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,180,840 ", 106 
Sayur-Sayuran,buncis 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 650,840 ", 106 
Sayur-Sayuran,kacang panjang 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 592,000 ", 74 
Sayur-Sayuran,kacang hijau 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,045,170 ", 147 
Sayur-Sayuran,kentang 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 76,224,000 "," 9,600 "
Sayur-Sayuran,ketimun 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 700,720 ", 152 
Sayur-Sayuran,kobis 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 97,650 ", 93 
Sayur-Sayuran,tomat 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 548,730 ", 117 
Sayur-Sayuran,ubi kayu basah 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 122,100 ", 110 
Sayur-Sayuran,ubi jalar 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 93,600 ", 78 
Sayur-Sayuran,wortel 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 381,240 ", 108 
Makanan & Minuman,susu kotak (800 ml),1/3/2008 0:00,PHI Mini Market - Surabaya 01," 617,100 ", 51 
Makanan & Minuman,telur ayam ras 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,840,230 ", 161 
Makanan & Minuman,telur ayam kampung 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,627,980 ", 86 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/3/2008 0:00,PHI Mini Market - Surabaya 01," 7,644,830 ", 79 
Makanan & Minuman,air mineral 600 ml,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 145,180 ", 122 
Makanan & Minuman,jus kesehatan 600 ml,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,501,920 ", 168 
Makanan & Minuman,nasi goreng instant (1 ons),1/3/2008 0:00,PHI Mini Market - Surabaya 01," 474,000 ", 79 
Makanan & Minuman,snack gurih 1 ons,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 738,840 ", 141 
Makanan & Minuman,kacang goreng 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,062,160 ", 88 
Makanan & Minuman,kacang mete 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 5,271,000 ", 75 
Makanan & Minuman,markisa 600 ml,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,114,690 ", 79 
Makanan & Minuman,bumbu fried chicken,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 2,808,720 ", 188 
Makanan & Minuman,susu kotak 1 l,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,087,820 ", 109 
Makanan & Minuman,minuman probiotik,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 94,160 ", 107 
Buah,jeruk 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,120,650 ", 93 
Buah,apel 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 465,076,480 "," 8,576 "
Buah,alpukat 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 321,840 ", 54 
Buah,belimbing 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 316,790 ", 79 
Buah,durian 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,370,280 ", 76 
Buah,kelapa muda,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 209,580 ", 42 
Buah,mangga 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 2,151,420 ", 138 
Buah,Manggis 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 2,260,000 ", 113 
Buah,nenas 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 519,440 ", 86 
Buah,nangka 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 294,497,280 "," 9,856 "
Buah,pepaya 1 buah,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 386,540 ", 77 
Buah,pisang 1 sisir,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,010,620 ", 169 
Buah,rambutan 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 693,000 ", 126 
Buah,salak 1 kg,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,315,440 ", 87 
Buah,semangka 1 buah,1/3/2008 0:00,PHI Mini Market - Surabaya 01," 1,713,480 ", 131 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 845,880 ", 76 
Sayur-Sayuran,buncis 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 372,000 ", 60 
Sayur-Sayuran,kacang panjang 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,622,060 ", 202 
Sayur-Sayuran,kacang hijau 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 715,000 ", 100 
Sayur-Sayuran,kentang 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 46,533,760 "," 5,824 "
Sayur-Sayuran,ketimun 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 279,380 ", 61 
Sayur-Sayuran,kobis 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 35,640 ", 33 
Sayur-Sayuran,tomat 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 459,620 ", 98 
Sayur-Sayuran,ubi kayu basah 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 140,970 ", 127 
Sayur-Sayuran,ubi jalar 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 124,950 ", 105 
Sayur-Sayuran,wortel 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 589,510 ", 167 
Makanan & Minuman,susu kotak (800 ml),1/4/2008 0:00,PHI Mini Market - Makassar 01," 947,100 ", 77 
Makanan & Minuman,telur ayam ras 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 892,700 ", 79 
Makanan & Minuman,telur ayam kampung 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,618,400 ", 85 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/4/2008 0:00,PHI Mini Market - Makassar 01," 15,579,970 ", 161 
Makanan & Minuman,air mineral 600 ml,1/4/2008 0:00,PHI Mini Market - Makassar 01," 100,800 ", 84 
Makanan & Minuman,jus kesehatan 600 ml,1/4/2008 0:00,PHI Mini Market - Makassar 01," 724,800 ", 80 
Makanan & Minuman,nasi goreng instant (1 ons),1/4/2008 0:00,PHI Mini Market - Makassar 01," 627,900 ", 105 
Makanan & Minuman,snack gurih 1 ons,1/4/2008 0:00,PHI Mini Market - Makassar 01," 366,100 ", 70 
Makanan & Minuman,kacang goreng 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,380,860 ", 113 
Makanan & Minuman,kacang mete 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 9,917,600 ", 140 
Makanan & Minuman,markisa 600 ml,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,561,280 ", 112 
Makanan & Minuman,bumbu fried chicken,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,367,730 ", 91 
Makanan & Minuman,susu kotak 1 l,1/4/2008 0:00,PHI Mini Market - Makassar 01," 756,960 ", 76 
Makanan & Minuman,minuman probiotik,1/4/2008 0:00,PHI Mini Market - Makassar 01," 91,800 ", 102 
Buah,jeruk 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,357,440 ", 112 
Buah,apel 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,521,625,600 "," 27,392 "
Buah,alpukat 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 794,620 ", 134 
Buah,belimbing 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 676,000 ", 169 
Buah,durian 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,672,560 ", 92 
Buah,kelapa muda,1/4/2008 0:00,PHI Mini Market - Makassar 01," 350,740 ", 71 
Buah,mangga 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 993,920 ", 64 
Buah,Manggis 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,927,680 ", 96 
Buah,nenas 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 438,080 ", 74 
Buah,nangka 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 162,228,480 "," 5,312 "
Buah,pepaya 1 buah,1/4/2008 0:00,PHI Mini Market - Makassar 01," 621,250 ", 125 
Buah,pisang 1 sisir,1/4/2008 0:00,PHI Mini Market - Makassar 01," 649,080 ", 108 
Buah,rambutan 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 515,850 ", 95 
Buah,salak 1 kg,1/4/2008 0:00,PHI Mini Market - Makassar 01," 2,499,960 ", 166 
Buah,semangka 1 buah,1/4/2008 0:00,PHI Mini Market - Makassar 01," 1,091,400 ", 85 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 229,950 ", 21 
Sayur-Sayuran,buncis 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 778,750 ", 125 
Sayur-Sayuran,kacang panjang 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 995,720 ", 124 
Sayur-Sayuran,kacang hijau 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 502,680 ", 71 
Sayur-Sayuran,kentang 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 73,184,640 "," 9,024 "
Sayur-Sayuran,ketimun 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 652,400 ", 140 
Sayur-Sayuran,kobis 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 104,760 ", 97 
Sayur-Sayuran,tomat 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 532,000 ", 112 
Sayur-Sayuran,ubi kayu basah 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 103,400 ", 94 
Sayur-Sayuran,ubi jalar 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 113,050 ", 95 
Sayur-Sayuran,wortel 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 578,920 ", 164 
Makanan & Minuman,susu kotak (800 ml),1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 575,750 ", 47 
Makanan & Minuman,telur ayam ras 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,431,290 ", 127 
Makanan & Minuman,telur ayam kampung 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,811,650 ", 95 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 13,477,440 ", 139 
Makanan & Minuman,air mineral 600 ml,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 195,160 ", 164 
Makanan & Minuman,jus kesehatan 600 ml,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,273,230 ", 141 
Makanan & Minuman,nasi goreng instant (1 ons),1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 555,540 ", 94 
Makanan & Minuman,snack gurih 1 ons,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 183,050 ", 35 
Makanan & Minuman,kacang goreng 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 849,800 ", 70 
Makanan & Minuman,kacang mete 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 5,394,480 ", 76 
Makanan & Minuman,markisa 600 ml,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,918,960 ", 136 
Makanan & Minuman,bumbu fried chicken,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,469,840 ", 164 
Makanan & Minuman,susu kotak 1 l,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,185,240 ", 119 
Makanan & Minuman,minuman probiotik,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 168,300 ", 187 
Buah,jeruk 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 873,810 ", 73 
Buah,apel 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 337,244,160 "," 6,144 "
Buah,alpukat 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 910,350 ", 153 
Buah,belimbing 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 396,900 ", 98 
Buah,durian 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,368,000 ", 76 
Buah,kelapa muda,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 341,550 ", 69 
Buah,mangga 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 496,960 ", 32 
Buah,Manggis 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,068,240 ", 103 
Buah,nenas 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 412,620 ", 69 
Buah,nangka 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 142,963,200 "," 4,672 "
Buah,pepaya 1 buah,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 444,600 ", 90 
Buah,pisang 1 sisir,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 570,580 ", 94 
Buah,rambutan 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 730,300 ", 134 
Buah,salak 1 kg,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,636,800 ", 110 
Buah,semangka 1 buah,1/4/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,249,000 ", 173 
Sayur-Sayuran,Bawang Merah / Onion 1kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,902,320 ", 172 
Sayur-Sayuran,buncis 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 967,120 ", 154 
Sayur-Sayuran,kacang panjang 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 821,130 ", 101 
Sayur-Sayuran,kacang hijau 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 965,250 ", 135 
Sayur-Sayuran,kentang 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 13,428,480 "," 1,664 "
Sayur-Sayuran,ketimun 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 431,520 ", 93 
Sayur-Sayuran,kobis 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 119,900 ", 110 
Sayur-Sayuran,tomat 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 198,660 ", 42 
Sayur-Sayuran,ubi kayu basah 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 72,600 ", 66 
Sayur-Sayuran,ubi jalar 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 55,930 ", 47 
Sayur-Sayuran,wortel 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 371,280 ", 104 
Makanan & Minuman,susu kotak (800 ml),1/4/2008 0:00,PHI Mini Market - Surabaya 01," 535,920 ", 44 
Makanan & Minuman,telur ayam ras 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 999,470 ", 89 
Makanan & Minuman,telur ayam kampung 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 3,152,420 ", 163 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),1/4/2008 0:00,PHI Mini Market - Surabaya 01," 12,435,200 ", 128 
Makanan & Minuman,air mineral 600 ml,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 136,800 ", 114 
Makanan & Minuman,jus kesehatan 600 ml,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,092,630 ", 121 
Makanan & Minuman,nasi goreng instant (1 ons),1/4/2008 0:00,PHI Mini Market - Surabaya 01," 473,600 ", 80 
Makanan & Minuman,snack gurih 1 ons,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 810,650 ", 155 
Makanan & Minuman,kacang goreng 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,030,200 ", 85 
Makanan & Minuman,kacang mete 1 kg,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 8,801,520 ", 124 
Makanan & Minuman,markisa 600 ml,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 1,363,820 ", 97 
Makanan & Minuman,bumbu fried chicken,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 2,140,710 ", 143 
Makanan & Minuman,susu kotak 1 l,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 836,640 ", 84 
Makanan & Minuman,minuman probiotik,1/4/2008 0:00,PHI Mini Market - Surabaya 01," 69,420 ", 78 
