kode_produk;tgl_berlaku;kode_cabang;kode_cabang_1;harga_berlaku_cabang;modal_cabang;biaya_cabang
PROD-0000025;2008-01-11;CABANG-039;039;9960;9410;50
PROD-0000026;2008-01-11;CABANG-039;039;900;850;10
PROD-0000027;2008-01-11;CABANG-039;039;11980;11300;200
PROD-0000028;2008-01-11;CABANG-039;039;55990;53370;1200
PROD-0000029;2008-01-11;CABANG-039;039;6070;5830;130
PROD-0000030;2008-01-11;CABANG-039;039;4050;3850;30
PROD-0000031;2008-01-11;CABANG-039;039;18290;17370;200
PROD-0000032;2008-01-11;CABANG-039;039;5030;4770;100
PROD-0000033;2008-01-11;CABANG-039;039;15500;14880;250
PROD-0000034;2008-01-11;CABANG-039;039;20160;19330;270
PROD-0000035;2008-01-11;CABANG-039;039;6000;5670;130
PROD-0000036;2008-01-11;CABANG-039;039;30000;28760;630
PROD-0000037;2008-01-11;CABANG-039;039;5030;4730;100
PROD-0000038;2008-01-11;CABANG-039;039;6010;5730;40
PROD-0000039;2008-01-11;CABANG-039;039;5510;5230;130
PROD-0000040;2008-01-11;CABANG-039;039;15090;14340;80
PROD-0000041;2008-01-11;CABANG-039;039;13160;12430;270
PROD-0000001;2008-01-12;CABANG-039;039;10980;10430;200
PROD-0000002;2008-01-12;CABANG-039;039;4210;3990;40
PROD-0000003;2008-01-12;CABANG-039;039;6250;5940;40
PROD-0000004;2008-01-12;CABANG-039;039;7910;7450;160
PROD-0000005;2008-01-12;CABANG-039;039;7120;6760;90
PROD-0000006;2008-01-12;CABANG-039;039;8020;7570;140
PROD-0000007;2008-01-12;CABANG-039;039;4630;4380;110
PROD-0000008;2008-01-12;CABANG-039;039;1070;1020;10
PROD-0000009;2008-01-12;CABANG-039;039;4720;4520;100
PROD-0000010;2008-01-12;CABANG-039;039;1110;1050;30
PROD-0000011;2008-01-12;CABANG-039;039;1220;1160;10
PROD-0000012;2008-01-12;CABANG-039;039;3490;3310;90
PROD-0000013;2008-01-12;CABANG-039;039;12230;11630;200
PROD-0000014;2008-01-12;CABANG-039;039;11270;10690;250
PROD-0000015;2008-01-12;CABANG-039;039;19300;18340;80
PROD-0000016;2008-01-12;CABANG-039;039;97160;91650;1360
PROD-0000017;2008-01-12;CABANG-039;039;1200;1140;30
PROD-0000018;2008-01-12;CABANG-039;039;8920;8550;160
PROD-0000019;2008-01-12;CABANG-039;039;6010;5710;120
PROD-0000020;2008-01-12;CABANG-039;039;5290;5030;70
PROD-0000021;2008-01-12;CABANG-039;039;12070;11430;120
PROD-0000022;2008-01-12;CABANG-039;039;70130;66630;490
PROD-0000023;2008-01-12;CABANG-039;039;14140;13430;320
PROD-0000024;2008-01-12;CABANG-039;039;15180;14570;80
PROD-0000025;2008-01-12;CABANG-039;039;9960;9370;200
PROD-0000026;2008-01-12;CABANG-039;039;910;860;20
PROD-0000027;2008-01-12;CABANG-039;039;12050;11480;30
PROD-0000028;2008-01-12;CABANG-039;039;54560;51830;0
PROD-0000029;2008-01-12;CABANG-039;039;5940;5640;30
PROD-0000030;2008-01-12;CABANG-039;039;4040;3830;70
PROD-0000031;2008-01-12;CABANG-039;039;18100;17200;330
PROD-0000032;2008-01-12;CABANG-039;039;5030;4790;20
PROD-0000033;2008-01-12;CABANG-039;039;15620;14780;350
PROD-0000034;2008-01-12;CABANG-039;039;20120;19250;490
PROD-0000035;2008-01-12;CABANG-039;039;5980;5730;80
PROD-0000036;2008-01-12;CABANG-039;039;30000;28640;660
PROD-0000037;2008-01-12;CABANG-039;039;4970;4690;60
PROD-0000038;2008-01-12;CABANG-039;039;6000;5740;20
PROD-0000039;2008-01-12;CABANG-039;039;5490;5250;20
PROD-0000040;2008-01-12;CABANG-039;039;15210;14330;320
PROD-0000041;2008-01-12;CABANG-039;039;12930;12280;210
PROD-0000001;2008-01-13;CABANG-039;039;11000;10400;230
PROD-0000002;2008-01-13;CABANG-039;039;4170;3960;20
PROD-0000003;2008-01-13;CABANG-039;039;6150;5820;60
PROD-0000004;2008-01-13;CABANG-039;039;8000;7560;80
PROD-0000005;2008-01-13;CABANG-039;039;7120;6810;150
PROD-0000006;2008-01-13;CABANG-039;039;8070;7720;100
PROD-0000007;2008-01-13;CABANG-039;039;4640;4410;40
PROD-0000008;2008-01-13;CABANG-039;039;1090;1040;10
PROD-0000009;2008-01-13;CABANG-039;039;4730;4490;10
PROD-0000010;2008-01-13;CABANG-039;039;1100;1040;0
PROD-0000011;2008-01-13;CABANG-039;039;1220;1160;30
PROD-0000012;2008-01-13;CABANG-039;039;3500;3320;30
PROD-0000013;2008-01-13;CABANG-039;039;12200;11590;90
PROD-0000014;2008-01-13;CABANG-039;039;11340;10870;160
PROD-0000015;2008-01-13;CABANG-039;039;18740;17890;420
PROD-0000016;2008-01-13;CABANG-039;039;96190;91380;1300
PROD-0000017;2008-01-13;CABANG-039;039;1220;1150;20
PROD-0000018;2008-01-13;CABANG-039;039;8970;8580;80
PROD-0000019;2008-01-13;CABANG-039;039;5940;5590;60
PROD-0000020;2008-01-13;CABANG-039;039;5230;4980;100
PROD-0000021;2008-01-13;CABANG-039;039;12050;11440;240
PROD-0000022;2008-01-13;CABANG-039;039;70840;67020;530
PROD-0000023;2008-01-13;CABANG-039;039;14050;13430;70
PROD-0000024;2008-01-13;CABANG-039;039;15240;14500;30
PROD-0000025;2008-01-13;CABANG-039;039;10020;9520;70
PROD-0000026;2008-01-13;CABANG-039;039;910;860;0
PROD-0000027;2008-01-13;CABANG-039;039;11910;11310;90
PROD-0000028;2008-01-13;CABANG-039;039;54340;52070;870
PROD-0000029;2008-01-13;CABANG-039;039;6120;5770;100
PROD-0000030;2008-01-13;CABANG-039;039;4020;3840;20
PROD-0000031;2008-01-13;CABANG-039;039;18220;17310;70
PROD-0000032;2008-01-13;CABANG-039;039;5060;4770;100
PROD-0000033;2008-01-13;CABANG-039;039;15500;14720;330
PROD-0000034;2008-01-13;CABANG-039;039;20120;19110;390
PROD-0000035;2008-01-13;CABANG-039;039;6010;5700;80
PROD-0000036;2008-01-13;CABANG-039;039;30180;28670;500
PROD-0000037;2008-01-13;CABANG-039;039;4970;4720;100
PROD-0000038;2008-01-13;CABANG-039;039;6020;5720;150
PROD-0000039;2008-01-13;CABANG-039;039;5460;5230;50
PROD-0000040;2008-01-13;CABANG-039;039;14970;14350;100
PROD-0000041;2008-01-13;CABANG-039;039;13130;12480;110
PROD-0000001;2008-01-14;CABANG-039;039;10950;10390;90
PROD-0000002;2008-01-14;CABANG-039;039;4230;4040;100
PROD-0000003;2008-01-14;CABANG-039;039;6200;5940;60
PROD-0000004;2008-01-14;CABANG-039;039;8000;7590;0
PROD-0000005;2008-01-14;CABANG-039;039;7100;6690;100
PROD-0000006;2008-01-14;CABANG-039;039;8030;7590;40
PROD-0000007;2008-01-14;CABANG-039;039;4610;4400;80
PROD-0000008;2008-01-14;CABANG-039;039;1060;1000;10
PROD-0000009;2008-01-14;CABANG-039;039;4660;4440;50
PROD-0000010;2008-01-14;CABANG-039;039;1090;1030;20
PROD-0000011;2008-01-14;CABANG-039;039;1190;1130;20
PROD-0000012;2008-01-14;CABANG-039;039;3520;3350;70
PROD-0000013;2008-01-14;CABANG-039;039;12150;11460;290
PROD-0000014;2008-01-14;CABANG-039;039;11500;10970;260
PROD-0000015;2008-01-14;CABANG-039;039;18810;18060;40
PROD-0000016;2008-01-14;CABANG-039;039;95230;90490;190
PROD-0000017;2008-01-14;CABANG-039;039;1210;1150;30
PROD-0000018;2008-01-14;CABANG-039;039;9060;8610;40
PROD-0000019;2008-01-14;CABANG-039;039;5970;5670;70
PROD-0000020;2008-01-14;CABANG-039;039;5210;4950;10
PROD-0000021;2008-01-14;CABANG-039;039;12070;11470;40
PROD-0000022;2008-01-14;CABANG-039;039;70280;66500;1120
PROD-0000023;2008-01-14;CABANG-039;039;14000;13300;220
PROD-0000024;2008-01-14;CABANG-039;039;14970;14220;90
PROD-0000025;2008-01-14;CABANG-039;039;9960;9420;220
PROD-0000026;2008-01-14;CABANG-039;039;890;840;0
PROD-0000027;2008-01-14;CABANG-039;039;12140;11540;250
PROD-0000028;2008-01-14;CABANG-039;039;54560;51510;630
PROD-0000029;2008-01-14;CABANG-039;039;5950;5680;100
PROD-0000030;2008-01-14;CABANG-039;039;3970;3780;10
PROD-0000031;2008-01-14;CABANG-039;039;18100;17200;20
PROD-0000032;2008-01-14;CABANG-039;039;4950;4730;50
PROD-0000033;2008-01-14;CABANG-039;039;15560;14830;120
PROD-0000034;2008-01-14;CABANG-039;039;20040;19040;460
PROD-0000035;2008-01-14;CABANG-039;039;5970;5670;140
PROD-0000036;2008-01-14;CABANG-039;039;30060;28560;80
PROD-0000037;2008-01-14;CABANG-039;039;5020;4760;10
PROD-0000038;2008-01-14;CABANG-039;039;6050;5750;40
PROD-0000039;2008-01-14;CABANG-039;039;5520;5240;130
PROD-0000040;2008-01-14;CABANG-039;039;15090;14330;360
PROD-0000041;2008-01-14;CABANG-039;039;13020;12310;140
PROD-0000001;2008-01-15;CABANG-039;039;10980;10400;190
PROD-0000002;2008-01-15;CABANG-039;039;4140;3910;20
PROD-0000003;2008-01-15;CABANG-039;039;6250;5960;10
PROD-0000004;2008-01-15;CABANG-039;039;7880;7430;40
PROD-0000005;2008-01-15;CABANG-039;039;7030;6650;20
PROD-0000006;2008-01-15;CABANG-039;039;8020;7560;160
PROD-0000007;2008-01-15;CABANG-039;039;4660;4470;100
PROD-0000008;2008-01-15;CABANG-039;039;1070;1020;10
PROD-0000009;2008-01-15;CABANG-039;039;4760;4520;30
PROD-0000010;2008-01-15;CABANG-039;039;1090;1030;30
PROD-0000011;2008-01-15;CABANG-039;039;1200;1140;30
PROD-0000012;2008-01-15;CABANG-039;039;3520;3330;60
PROD-0000013;2008-01-15;CABANG-039;039;12300;11690;180
PROD-0000014;2008-01-15;CABANG-039;039;11280;10720;280
PROD-0000015;2008-01-15;CABANG-039;039;18930;18060;20
PROD-0000016;2008-01-15;CABANG-039;039;95610;91560;290
PROD-0000017;2008-01-15;CABANG-039;039;1220;1150;10
PROD-0000018;2008-01-15;CABANG-039;039;8900;8380;80
PROD-0000019;2008-01-15;CABANG-039;039;6050;5770;80
PROD-0000020;2008-01-15;CABANG-039;039;5200;4900;30
PROD-0000021;2008-01-15;CABANG-039;039;12120;11470;120
PROD-0000022;2008-01-15;CABANG-039;039;70420;67090;490
PROD-0000023;2008-01-15;CABANG-039;039;14200;13490;60
PROD-0000024;2008-01-15;CABANG-039;039;15210;14340;140
PROD-0000025;2008-01-15;CABANG-039;039;10100;9550;220
PROD-0000026;2008-01-15;CABANG-039;039;920;880;0
PROD-0000027;2008-01-15;CABANG-039;039;12000;11400;70
PROD-0000028;2008-01-15;CABANG-039;039;54560;51290;110
PROD-0000029;2008-01-15;CABANG-039;039;6050;5710;100
PROD-0000030;2008-01-15;CABANG-039;039;3980;3780;80
PROD-0000031;2008-01-15;CABANG-039;039;18000;17100;60
PROD-0000032;2008-01-15;CABANG-039;039;4980;4770;30
PROD-0000033;2008-01-15;CABANG-039;039;15320;14550;120
PROD-0000034;2008-01-15;CABANG-039;039;19840;18890;290
PROD-0000035;2008-01-15;CABANG-039;039;6050;5710;60
PROD-0000036;2008-01-15;CABANG-039;039;29820;28580;550
PROD-0000037;2008-01-15;CABANG-039;039;5050;4800;80
PROD-0000038;2008-01-15;CABANG-039;039;6030;5780;60
PROD-0000039;2008-01-15;CABANG-039;039;5590;5270;30
PROD-0000040;2008-01-15;CABANG-039;039;14910;14160;370
PROD-0000041;2008-01-15;CABANG-039;039;12920;12160;280
PROD-0000001;2008-01-16;CABANG-039;039;11020;10470;210
PROD-0000002;2008-01-16;CABANG-039;039;4240;4040;50
PROD-0000003;2008-01-16;CABANG-039;039;6260;5940;30
PROD-0000004;2008-01-16;CABANG-039;039;8030;7630;30
PROD-0000005;2008-01-16;CABANG-039;039;7070;6720;160
PROD-0000006;2008-01-16;CABANG-039;039;7950;7500;170
PROD-0000007;2008-01-16;CABANG-039;039;4600;4400;30
PROD-0000008;2008-01-16;CABANG-039;039;1070;1010;20
PROD-0000009;2008-01-16;CABANG-039;039;4790;4550;70
PROD-0000010;2008-01-16;CABANG-039;039;1100;1050;10
PROD-0000011;2008-01-16;CABANG-039;039;1210;1140;10
PROD-0000012;2008-01-16;CABANG-039;039;3470;3260;70
PROD-0000013;2008-01-16;CABANG-039;039;12250;11640;240
PROD-0000014;2008-01-16;CABANG-039;039;11410;10860;90
PROD-0000015;2008-01-16;CABANG-039;039;19300;18440;220
PROD-0000016;2008-01-16;CABANG-039;039;95810;91730;1250
PROD-0000017;2008-01-16;CABANG-039;039;1180;1110;10
PROD-0000018;2008-01-16;CABANG-039;039;8940;8570;60
PROD-0000019;2008-01-16;CABANG-039;039;5930;5690;110
PROD-0000020;2008-01-16;CABANG-039;039;5260;5000;0
PROD-0000021;2008-01-16;CABANG-039;039;12020;11420;70
PROD-0000022;2008-01-16;CABANG-039;039;71120;68070;1670
PROD-0000023;2008-01-16;CABANG-039;039;13910;13220;290
PROD-0000024;2008-01-16;CABANG-039;039;15090;14450;160
PROD-0000025;2008-01-16;CABANG-039;039;9920;9450;40
PROD-0000026;2008-01-16;CABANG-039;039;900;860;20
PROD-0000027;2008-01-16;CABANG-039;039;11900;11290;10
PROD-0000028;2008-01-16;CABANG-039;039;55330;53020;690
PROD-0000029;2008-01-16;CABANG-039;039;6020;5680;130
PROD-0000030;2008-01-16;CABANG-039;039;4000;3770;60
PROD-0000031;2008-01-16;CABANG-039;039;18180;17270;420
PROD-0000032;2008-01-16;CABANG-039;039;4940;4710;0
PROD-0000033;2008-01-16;CABANG-039;039;15620;14840;50
PROD-0000034;2008-01-16;CABANG-039;039;20200;19070;360
PROD-0000035;2008-01-16;CABANG-039;039;6070;5780;110
PROD-0000036;2008-01-16;CABANG-039;039;29940;28280;120
PROD-0000037;2008-01-16;CABANG-039;039;5030;4730;50
PROD-0000038;2008-01-16;CABANG-039;039;5950;5650;110
PROD-0000039;2008-01-16;CABANG-039;039;5450;5210;10
PROD-0000040;2008-01-16;CABANG-039;039;15060;14450;120
PROD-0000041;2008-01-16;CABANG-039;039;12950;12180;260
PROD-0000001;2008-01-17;CABANG-039;039;11070;10610;220
PROD-0000002;2008-01-17;CABANG-039;039;4260;4040;70
PROD-0000003;2008-01-17;CABANG-039;039;6140;5780;100
PROD-0000004;2008-01-17;CABANG-039;039;7990;7590;120
PROD-0000005;2008-01-17;CABANG-039;039;7240;6940;30
PROD-0000006;2008-01-17;CABANG-039;039;8100;7740;170
PROD-0000007;2008-01-17;CABANG-039;039;4680;4450;50
PROD-0000008;2008-01-17;CABANG-039;039;1070;1020;10
PROD-0000009;2008-01-17;CABANG-039;039;4700;4460;70
PROD-0000010;2008-01-17;CABANG-039;039;1100;1050;10
PROD-0000011;2008-01-17;CABANG-039;039;1200;1150;20
PROD-0000012;2008-01-17;CABANG-039;039;3560;3370;40
PROD-0000013;2008-01-17;CABANG-039;039;12200;11600;240
PROD-0000014;2008-01-17;CABANG-039;039;11230;10670;120
PROD-0000015;2008-01-17;CABANG-039;039;18930;17850;340
PROD-0000016;2008-01-17;CABANG-039;039;95050;90290;2000
PROD-0000017;2008-01-17;CABANG-039;039;1200;1130;10
PROD-0000018;2008-01-17;CABANG-039;039;8890;8430;110
PROD-0000019;2008-01-17;CABANG-039;039;6010;5690;50
PROD-0000020;2008-01-17;CABANG-039;039;5220;4960;30
PROD-0000021;2008-01-17;CABANG-039;039;11880;11250;10
PROD-0000022;2008-01-17;CABANG-039;039;70280;67050;70
PROD-0000023;2008-01-17;CABANG-039;039;14140;13440;240
PROD-0000024;2008-01-17;CABANG-039;039;15000;14250;10
PROD-0000025;2008-01-17;CABANG-039;039;10140;9680;230
PROD-0000026;2008-01-17;CABANG-039;039;910;870;0
PROD-0000027;2008-01-17;CABANG-039;039;11970;11370;0
PROD-0000028;2008-01-17;CABANG-039;039;55110;52640;720
PROD-0000029;2008-01-17;CABANG-039;039;6040;5740;30
PROD-0000030;2008-01-17;CABANG-039;039;4000;3800;20
PROD-0000031;2008-01-17;CABANG-039;039;18100;17370;370
PROD-0000032;2008-01-17;CABANG-039;039;5060;4840;110
PROD-0000033;2008-01-17;CABANG-039;039;15690;14790;330
PROD-0000034;2008-01-17;CABANG-039;039;19880;18910;430
PROD-0000035;2008-01-17;CABANG-039;039;6010;5710;150
PROD-0000036;2008-01-17;CABANG-039;039;30300;29010;740
PROD-0000037;2008-01-17;CABANG-039;039;5000;4760;40
PROD-0000038;2008-01-17;CABANG-039;039;5980;5680;20
PROD-0000039;2008-01-17;CABANG-039;039;5590;5320;100
PROD-0000040;2008-01-17;CABANG-039;039;15150;14410;230
PROD-0000041;2008-01-17;CABANG-039;039;13000;12350;260
PROD-0000001;2008-01-18;CABANG-039;039;11030;10490;250
PROD-0000002;2008-01-18;CABANG-039;039;4170;4000;90
PROD-0000003;2008-01-18;CABANG-039;039;6240;5930;10
PROD-0000004;2008-01-18;CABANG-039;039;8020;7540;80
PROD-0000005;2008-01-18;CABANG-039;039;7170;6740;110
PROD-0000006;2008-01-18;CABANG-039;039;8130;7720;70
PROD-0000007;2008-01-18;CABANG-039;039;4590;4400;70
PROD-0000008;2008-01-18;CABANG-039;039;1050;1010;20
PROD-0000009;2008-01-18;CABANG-039;039;4710;4430;90
PROD-0000010;2008-01-18;CABANG-039;039;1110;1060;20
PROD-0000011;2008-01-18;CABANG-039;039;1220;1170;20
PROD-0000012;2008-01-18;CABANG-039;039;3540;3380;70
PROD-0000013;2008-01-18;CABANG-039;039;12300;11680;140
PROD-0000014;2008-01-18;CABANG-039;039;11300;10730;110
PROD-0000015;2008-01-18;CABANG-039;039;18740;17980;0
PROD-0000016;2008-01-18;CABANG-039;039;96380;91570;920
PROD-0000017;2008-01-18;CABANG-039;039;1210;1150;10
PROD-0000018;2008-01-18;CABANG-039;039;8890;8380;220
PROD-0000019;2008-01-18;CABANG-039;039;5940;5670;20
PROD-0000020;2008-01-18;CABANG-039;039;5250;4990;20
PROD-0000021;2008-01-18;CABANG-039;039;11880;11220;0
PROD-0000022;2008-01-18;CABANG-039;039;70420;66750;250
PROD-0000023;2008-01-18;CABANG-039;039;13880;13300;170
PROD-0000024;2008-01-18;CABANG-039;039;14970;14220;90
PROD-0000025;2008-01-18;CABANG-039;039;10020;9570;60
PROD-0000026;2008-01-18;CABANG-039;039;890;850;0
PROD-0000027;2008-01-18;CABANG-039;039;12220;11500;40
PROD-0000028;2008-01-18;CABANG-039;039;55220;52910;690
PROD-0000029;2008-01-18;CABANG-039;039;6000;5670;80
PROD-0000030;2008-01-18;CABANG-039;039;4030;3850;10
PROD-0000031;2008-01-18;CABANG-039;039;18030;17130;120
PROD-0000032;2008-01-18;CABANG-039;039;4990;4740;10
PROD-0000033;2008-01-18;CABANG-039;039;15440;14690;0
PROD-0000034;2008-01-18;CABANG-039;039;20200;19150;470
PROD-0000035;2008-01-18;CABANG-039;039;6040;5750;90
PROD-0000036;2008-01-18;CABANG-039;039;30000;28500;730
PROD-0000037;2008-01-18;CABANG-039;039;5040;4770;30
PROD-0000038;2008-01-18;CABANG-039;039;6100;5760;70
PROD-0000039;2008-01-18;CABANG-039;039;5440;5130;120
PROD-0000040;2008-01-18;CABANG-039;039;14910;14160;0
PROD-0000041;2008-01-18;CABANG-039;039;13080;12500;200
PROD-0000001;2008-01-19;CABANG-039;039;11020;10460;170
PROD-0000002;2008-01-19;CABANG-039;039;4140;3940;60
PROD-0000003;2008-01-19;CABANG-039;039;6150;5840;70
PROD-0000004;2008-01-19;CABANG-039;039;8080;7680;70
PROD-0000005;2008-01-19;CABANG-039;039;7080;6730;40
PROD-0000006;2008-01-19;CABANG-039;039;8070;7660;20
PROD-0000007;2008-01-19;CABANG-039;039;4640;4370;10
PROD-0000008;2008-01-19;CABANG-039;039;1060;1020;10
PROD-0000009;2008-01-19;CABANG-039;039;4770;4530;50
PROD-0000010;2008-01-19;CABANG-039;039;1100;1050;10
PROD-0000011;2008-01-19;CABANG-039;039;1210;1150;0
PROD-0000012;2008-01-19;CABANG-039;039;3470;3310;40
PROD-0000013;2008-01-19;CABANG-039;039;12080;11470;20
PROD-0000014;2008-01-19;CABANG-039;039;11190;10630;110
PROD-0000015;2008-01-19;CABANG-039;039;19150;18050;0
PROD-0000016;2008-01-19;CABANG-039;039;95430;90630;2240
PROD-0000017;2008-01-19;CABANG-039;039;1200;1140;20
PROD-0000018;2008-01-19;CABANG-039;039;8760;8320;190
PROD-0000019;2008-01-19;CABANG-039;039;6050;5750;40
PROD-0000020;2008-01-19;CABANG-039;039;5270;5010;30
PROD-0000021;2008-01-19;CABANG-039;039;12000;11400;10
PROD-0000022;2008-01-19;CABANG-039;039;70000;66500;800
PROD-0000023;2008-01-19;CABANG-039;039;13890;13080;100
PROD-0000024;2008-01-19;CABANG-039;039;15090;14220;20
PROD-0000025;2008-01-19;CABANG-039;039;9920;9400;210
PROD-0000026;2008-01-19;CABANG-039;039;910;860;20
PROD-0000027;2008-01-19;CABANG-039;039;12080;11430;200
PROD-0000028;2008-01-19;CABANG-039;039;55220;52250;330
PROD-0000029;2008-01-19;CABANG-039;039;5950;5660;80
PROD-0000030;2008-01-19;CABANG-039;039;3990;3770;30
PROD-0000031;2008-01-19;CABANG-039;039;18220;17270;280
PROD-0000032;2008-01-19;CABANG-039;039;5080;4840;10
PROD-0000033;2008-01-19;CABANG-039;039;15470;14700;320
PROD-0000034;2008-01-19;CABANG-039;039;19880;18810;180
PROD-0000035;2008-01-19;CABANG-039;039;5920;5630;40
PROD-0000036;2008-01-19;CABANG-039;039;29760;28270;580
PROD-0000037;2008-01-19;CABANG-039;039;5010;4740;100
PROD-0000038;2008-01-19;CABANG-039;039;6050;5750;0
PROD-0000039;2008-01-19;CABANG-039;039;5450;5130;10
PROD-0000040;2008-01-19;CABANG-039;039;14850;14100;200
PROD-0000041;2008-01-19;CABANG-039;039;13000;12270;270
PROD-0000001;2008-01-20;CABANG-039;039;11000;10450;20
PROD-0000002;2008-01-20;CABANG-039;039;4230;4060;50
PROD-0000003;2008-01-20;CABANG-039;039;6180;5850;50
PROD-0000004;2008-01-20;CABANG-039;039;8000;7600;150
PROD-0000005;2008-01-20;CABANG-039;039;7110;6700;0
PROD-0000006;2008-01-20;CABANG-039;039;7890;7460;20
PROD-0000007;2008-01-20;CABANG-039;039;4690;4490;10
PROD-0000008;2008-01-20;CABANG-039;039;1070;1020;10
PROD-0000009;2008-01-20;CABANG-039;039;4680;4420;100
PROD-0000010;2008-01-20;CABANG-039;039;1090;1020;0
PROD-0000011;2008-01-20;CABANG-039;039;1190;1120;20
PROD-0000012;2008-01-20;CABANG-039;039;3500;3360;80
PROD-0000013;2008-01-20;CABANG-039;039;12000;11400;280
PROD-0000014;2008-01-20;CABANG-039;039;11500;10840;60
PROD-0000015;2008-01-20;CABANG-039;039;18890;17950;250
PROD-0000016;2008-01-20;CABANG-039;039;97740;93700;1270
PROD-0000017;2008-01-20;CABANG-039;039;1220;1160;20
PROD-0000018;2008-01-20;CABANG-039;039;8920;8470;110
PROD-0000019;2008-01-20;CABANG-039;039;5940;5640;20
PROD-0000020;2008-01-20;CABANG-039;039;5270;4990;30
PROD-0000021;2008-01-20;CABANG-039;039;12140;11530;160
PROD-0000022;2008-01-20;CABANG-039;039;69860;66430;1190
PROD-0000023;2008-01-20;CABANG-039;039;13910;13220;340
PROD-0000024;2008-01-20;CABANG-039;039;15270;14510;210
PROD-0000025;2008-01-20;CABANG-039;039;9980;9420;150
PROD-0000026;2008-01-20;CABANG-039;039;920;870;10
PROD-0000027;2008-01-20;CABANG-039;039;12190;11580;30
PROD-0000028;2008-01-20;CABANG-039;039;54670;51410;1230
PROD-0000029;2008-01-20;CABANG-039;039;6030;5670;30
PROD-0000030;2008-01-20;CABANG-039;039;4040;3850;90
PROD-0000031;2008-01-20;CABANG-039;039;17960;17060;300
PROD-0000032;2008-01-20;CABANG-039;039;5090;4830;120
PROD-0000033;2008-01-20;CABANG-039;039;15530;14750;300
PROD-0000034;2008-01-20;CABANG-039;039;20040;18940;200
PROD-0000035;2008-01-20;CABANG-039;039;6070;5790;120
PROD-0000036;2008-01-20;CABANG-039;039;30000;28500;360
PROD-0000037;2008-01-20;CABANG-039;039;5040;4790;30
PROD-0000038;2008-01-20;CABANG-039;039;6070;5760;90
PROD-0000039;2008-01-20;CABANG-039;039;5470;5190;110
PROD-0000040;2008-01-20;CABANG-039;039;15180;14510;150
PROD-0000041;2008-01-20;CABANG-039;039;12870;12230;80
PROD-0000001;2008-01-21;CABANG-039;039;11180;10670;130
PROD-0000002;2008-01-21;CABANG-039;039;4170;3940;20
PROD-0000003;2008-01-21;CABANG-039;039;6260;5950;60
PROD-0000004;2008-01-21;CABANG-039;039;8030;7660;80
PROD-0000005;2008-01-21;CABANG-039;039;7200;6830;130
PROD-0000006;2008-01-21;CABANG-039;039;7970;7510;150
PROD-0000007;2008-01-21;CABANG-039;039;4640;4410;30
PROD-0000008;2008-01-21;CABANG-039;039;1070;1010;0
PROD-0000009;2008-01-21;CABANG-039;039;4740;4460;90
