kode_produk;tgl_berlaku;harga_berlaku;modal
PROD-0000010;2008-01-17;1100;1040
PROD-0000011;2008-01-17;1200;1140
PROD-0000012;2008-01-17;3530;3350
PROD-0000013;2008-01-17;12180;11610
PROD-0000014;2008-01-17;11280;10790
PROD-0000015;2008-01-17;19080;17880
PROD-0000016;2008-01-17;95620;90640
PROD-0000017;2008-01-17;1200;1130
PROD-0000018;2008-01-17;8940;8480
PROD-0000019;2008-01-17;5990;5700
PROD-0000020;2008-01-17;5210;4970
PROD-0000021;2008-01-17;11930;11500
PROD-0000022;2008-01-17;70000;65890
PROD-0000023;2008-01-17;14060;13300
PROD-0000024;2008-01-17;15060;14250
PROD-0000025;2008-01-17;10060;9470
PROD-0000026;2008-01-17;900;850
PROD-0000027;2008-01-17;11900;11510
PROD-0000028;2008-01-17;54780;52250
PROD-0000029;2008-01-17;6060;5720
PROD-0000030;2008-01-17;3980;3770
PROD-0000031;2008-01-17;18140;17280
PROD-0000032;2008-01-17;5010;4780
PROD-0000033;2008-01-17;15660;14750
PROD-0000034;2008-01-17;20000;18930
PROD-0000035;2008-01-17;6050;5670
PROD-0000036;2008-01-17;30240;28300
PROD-0000037;2008-01-17;4990;4750
PROD-0000038;2008-01-17;6020;5720
PROD-0000039;2008-01-17;5560;5280
PROD-0000040;2008-01-17;15120;14190
PROD-0000041;2008-01-17;13000;12290
PROD-0000001;2008-01-18;10960;10450
PROD-0000002;2008-01-18;4180;3950
PROD-0000003;2008-01-18;6180;5890
PROD-0000004;2008-01-18;8050;7570
PROD-0000005;2008-01-18;7110;6750
PROD-0000006;2008-01-18;8080;7600
PROD-0000007;2008-01-18;4580;4390
PROD-0000008;2008-01-18;1060;1030
PROD-0000009;2008-01-18;4680;4490
PROD-0000010;2008-01-18;1100;1050
PROD-0000011;2008-01-18;1210;1140
PROD-0000012;2008-01-18;3510;3350
PROD-0000013;2008-01-18;12200;11590
PROD-0000014;2008-01-18;11320;10790
PROD-0000015;2008-01-18;18890;18050
PROD-0000016;2008-01-18;95810;91200
PROD-0000017;2008-01-18;1210;1130
PROD-0000018;2008-01-18;8940;8530
PROD-0000019;2008-01-18;5960;5700
PROD-0000020;2008-01-18;5280;4960
PROD-0000021;2008-01-18;11900;11400
PROD-0000022;2008-01-18;70000;66680
PROD-0000023;2008-01-18;13940;13330
PROD-0000024;2008-01-18;15000;14380
PROD-0000025;2008-01-18;10040;9570
PROD-0000026;2008-01-18;900;860
PROD-0000027;2008-01-18;12100;11420
PROD-0000028;2008-01-18;55110;52650
PROD-0000029;2008-01-18;5990;5700
PROD-0000030;2008-01-18;4020;3830
PROD-0000031;2008-01-18;17890;17100
PROD-0000032;2008-01-18;5030;4780
PROD-0000033;2008-01-18;15470;14720
PROD-0000034;2008-01-18;20040;18970
PROD-0000035;2008-01-18;6050;5730
PROD-0000036;2008-01-18;29940;28500
PROD-0000037;2008-01-18;5030;4730
PROD-0000038;2008-01-18;6060;5660
PROD-0000039;2008-01-18;5460;5200
PROD-0000040;2008-01-18;14940;14370
PROD-0000041;2008-01-18;13000;12440
PROD-0000001;2008-01-19;10910;10450
PROD-0000002;2008-01-19;4170;3990
PROD-0000003;2008-01-19;6200;5890
PROD-0000004;2008-01-19;8080;7660
PROD-0000005;2008-01-19;7040;6740
PROD-0000006;2008-01-19;8050;7580
PROD-0000007;2008-01-19;4600;4370
PROD-0000008;2008-01-19;1070;1010
PROD-0000009;2008-01-19;4750;4450
PROD-0000010;2008-01-19;1090;1040
PROD-0000011;2008-01-19;1210;1140
PROD-0000012;2008-01-19;3480;3320
PROD-0000013;2008-01-19;12150;11640
PROD-0000014;2008-01-19;11210;10670
PROD-0000015;2008-01-19;19150;17940
PROD-0000016;2008-01-19;95810;90500
PROD-0000017;2008-01-19;1200;1150
PROD-0000018;2008-01-19;8830;8430
PROD-0000019;2008-01-19;6000;5660
PROD-0000020;2008-01-19;5280;4970
PROD-0000021;2008-01-19;11950;11450
PROD-0000022;2008-01-19;70280;66270
PROD-0000023;2008-01-19;13890;13300
PROD-0000024;2008-01-19;15120;14250
PROD-0000025;2008-01-19;10000;9580
PROD-0000026;2008-01-19;900;860
PROD-0000027;2008-01-19;11980;11380
PROD-0000028;2008-01-19;55220;52250
PROD-0000029;2008-01-19;5990;5740
PROD-0000030;2008-01-19;3990;3780
PROD-0000031;2008-01-19;18040;17100
PROD-0000032;2008-01-19;5030;4790
PROD-0000033;2008-01-19;15440;14720
PROD-0000034;2008-01-19;19880;19100
PROD-0000035;2008-01-19;5960;5730
PROD-0000036;2008-01-19;30000;28590
PROD-0000037;2008-01-19;5000;4760
PROD-0000038;2008-01-19;6040;5750
PROD-0000039;2008-01-19;5470;5280
PROD-0000040;2008-01-19;14910;14250
PROD-0000041;2008-01-19;13080;12280
PROD-0000001;2008-01-20;10930;10450
PROD-0000002;2008-01-20;4230;3990
PROD-0000003;2008-01-20;6220;5940
PROD-0000004;2008-01-20;8050;7560
PROD-0000005;2008-01-20;7100;6720
PROD-0000006;2008-01-20;7950;7600
PROD-0000007;2008-01-20;4640;4360
PROD-0000008;2008-01-20;1070;1010
PROD-0000009;2008-01-20;4690;4460
PROD-0000010;2008-01-20;1090;1050
PROD-0000011;2008-01-20;1190;1130
PROD-0000012;2008-01-20;3510;3320
PROD-0000013;2008-01-20;12100;11590
PROD-0000014;2008-01-20;11410;10820
PROD-0000015;2008-01-20;18890;17940
PROD-0000016;2008-01-20;96960;91930
PROD-0000017;2008-01-20;1210;1130
PROD-0000018;2008-01-20;8970;8460
PROD-0000019;2008-01-20;5990;5700
PROD-0000020;2008-01-20;5240;4960
PROD-0000021;2008-01-20;12120;11400
PROD-0000022;2008-01-20;70280;66610
PROD-0000023;2008-01-20;13940;13300
PROD-0000024;2008-01-20;15150;14250
PROD-0000025;2008-01-20;9940;9500
PROD-0000026;2008-01-20;910;860
PROD-0000027;2008-01-20;12070;11450
PROD-0000028;2008-01-20;55000;52360
PROD-0000029;2008-01-20;5980;5700
PROD-0000030;2008-01-20;4020;3780
PROD-0000031;2008-01-20;17890;17100
PROD-0000032;2008-01-20;5040;4750
PROD-0000033;2008-01-20;15530;14720
PROD-0000034;2008-01-20;20080;18860
PROD-0000035;2008-01-20;6050;5650
PROD-0000036;2008-01-20;29880;28270
PROD-0000037;2008-01-20;5040;4760
PROD-0000038;2008-01-20;6020;5670
PROD-0000039;2008-01-20;5490;5220
PROD-0000040;2008-01-20;15060;14240
PROD-0000041;2008-01-20;12900;12230
PROD-0000001;2008-01-21;11070;10410
PROD-0000002;2008-01-21;4170;3990
PROD-0000003;2008-01-21;6200;5950
PROD-0000004;2008-01-21;8080;7600
PROD-0000005;2008-01-21;7170;6810
PROD-0000006;2008-01-21;8030;7600
PROD-0000007;2008-01-21;4620;4370
PROD-0000008;2008-01-21;1070;1010
PROD-0000009;2008-01-21;4690;4460
PROD-0000010;2008-01-21;1100;1040
PROD-0000011;2008-01-21;1200;1140
PROD-0000012;2008-01-21;3500;3290
PROD-0000013;2008-01-21;12250;11590
PROD-0000014;2008-01-21;11350;10740
PROD-0000015;2008-01-21;19040;18050
PROD-0000016;2008-01-21;96380;91700
PROD-0000017;2008-01-21;1200;1140
PROD-0000018;2008-01-21;8990;8460
PROD-0000019;2008-01-21;5990;5660
PROD-0000020;2008-01-21;5260;4950
PROD-0000021;2008-01-21;12070;11400
PROD-0000022;2008-01-21;69720;67150
PROD-0000023;2008-01-21;13890;13390
PROD-0000024;2008-01-21;14910;14250
PROD-0000025;2008-01-21;10100;9540
PROD-0000026;2008-01-21;910;860
PROD-0000027;2008-01-21;12050;11450
PROD-0000028;2008-01-21;55330;52500
PROD-0000029;2008-01-21;5990;5740
PROD-0000030;2008-01-21;4040;3800
PROD-0000031;2008-01-21;18180;17220
PROD-0000032;2008-01-21;5010;4780
PROD-0000033;2008-01-21;15470;14740
PROD-0000034;2008-01-21;20080;19100
PROD-0000035;2008-01-21;6020;5700
PROD-0000036;2008-01-21;30000;28500
PROD-0000037;2008-01-21;4980;4780
PROD-0000038;2008-01-21;6010;5740
PROD-0000039;2008-01-21;5510;5280
PROD-0000040;2008-01-21;15060;14140
PROD-0000041;2008-01-21;12900;12350
PROD-0000001;2008-01-22;11040;10450
PROD-0000002;2008-01-22;4230;3990
PROD-0000003;2008-01-22;6220;5840
PROD-0000004;2008-01-22;8020;7650
PROD-0000005;2008-01-22;7090;6740
PROD-0000006;2008-01-22;8030;7600
PROD-0000007;2008-01-22;4580;4370
PROD-0000008;2008-01-22;1070;1010
PROD-0000009;2008-01-22;4680;4500
PROD-0000010;2008-01-22;1110;1060
PROD-0000011;2008-01-22;1210;1140
PROD-0000012;2008-01-22;3500;3330
PROD-0000013;2008-01-22;12150;11490
PROD-0000014;2008-01-22;11390;10740
PROD-0000015;2008-01-22;18960;18050
PROD-0000016;2008-01-22;95620;90330
PROD-0000017;2008-01-22;1210;1130
PROD-0000018;2008-01-22;8970;8460
PROD-0000019;2008-01-22;6060;5700
PROD-0000020;2008-01-22;5190;4930
PROD-0000021;2008-01-22;11930;11400
PROD-0000022;2008-01-22;70280;66890
PROD-0000023;2008-01-22;13970;13300
PROD-0000024;2008-01-22;15000;14380
PROD-0000025;2008-01-22;9960;9460
PROD-0000026;2008-01-22;890;860
PROD-0000027;2008-01-22;11950;11420
PROD-0000028;2008-01-22;55220;52250
PROD-0000029;2008-01-22;6020;5700
PROD-0000030;2008-01-22;3970;3770
PROD-0000031;2008-01-22;17960;17110
PROD-0000032;2008-01-22;5010;4700
PROD-0000033;2008-01-22;15590;14720
PROD-0000034;2008-01-22;20040;19000
PROD-0000035;2008-01-22;6040;5700
PROD-0000036;2008-01-22;29880;28310
PROD-0000037;2008-01-22;5010;4760
PROD-0000038;2008-01-22;5980;5700
PROD-0000039;2008-01-22;5510;5240
PROD-0000040;2008-01-22;15030;14270
PROD-0000041;2008-01-22;12950;12280
PROD-0000001;2008-01-23;10960;10430
PROD-0000002;2008-01-23;4180;3960
PROD-0000003;2008-01-23;6240;5910
PROD-0000004;2008-01-23;7940;7660
PROD-0000005;2008-01-23;7040;6820
PROD-0000006;2008-01-23;7940;7610
PROD-0000007;2008-01-23;4580;4370
PROD-0000008;2008-01-23;1070;1010
PROD-0000009;2008-01-23;4710;4470
PROD-0000010;2008-01-23;1110;1050
PROD-0000011;2008-01-23;1200;1140
PROD-0000012;2008-01-23;3510;3320
PROD-0000013;2008-01-23;12100;11690
PROD-0000014;2008-01-23;11370;10680
PROD-0000015;2008-01-23;19000;18170
PROD-0000016;2008-01-23;95620;90340
PROD-0000017;2008-01-23;1200;1140
PROD-0000018;2008-01-23;8900;8460
PROD-0000019;2008-01-23;6000;5650
PROD-0000020;2008-01-23;5230;5010
PROD-0000021;2008-01-23;11930;11400
PROD-0000022;2008-01-23;69580;66500
PROD-0000023;2008-01-23;14110;13300
PROD-0000024;2008-01-23;14970;14250
PROD-0000025;2008-01-23;10040;9540
PROD-0000026;2008-01-23;900;860
PROD-0000027;2008-01-23;12120;11390
PROD-0000028;2008-01-23;54560;52420
PROD-0000029;2008-01-23;5990;5700
PROD-0000030;2008-01-23;3970;3820
PROD-0000031;2008-01-23;17860;17090
PROD-0000032;2008-01-23;4970;4740
PROD-0000033;2008-01-23;15470;14800
PROD-0000034;2008-01-23;19960;19000
PROD-0000035;2008-01-23;5990;5750
PROD-0000036;2008-01-23;29940;28400
PROD-0000037;2008-01-23;5030;4730
PROD-0000038;2008-01-23;6000;5730
PROD-0000039;2008-01-23;5470;5190
PROD-0000040;2008-01-23;15150;14400
PROD-0000041;2008-01-23;13030;12350
PROD-0000001;2008-01-24;11110;10510
PROD-0000002;2008-01-24;4220;3950
PROD-0000003;2008-01-24;6150;5950
PROD-0000004;2008-01-24;8020;7670
PROD-0000005;2008-01-24;7160;6700
PROD-0000006;2008-01-24;8080;7600
PROD-0000007;2008-01-24;4640;4370
PROD-0000008;2008-01-24;1070;1010
PROD-0000009;2008-01-24;4740;4470
PROD-0000010;2008-01-24;1090;1050
PROD-0000011;2008-01-24;1200;1140
PROD-0000012;2008-01-24;3510;3330
PROD-0000013;2008-01-24;12200;11650
PROD-0000014;2008-01-24;11390;10740
PROD-0000015;2008-01-24;19040;18180
PROD-0000016;2008-01-24;96770;91070
PROD-0000017;2008-01-24;1200;1150
PROD-0000018;2008-01-24;8950;8460
PROD-0000019;2008-01-24;5980;5700
PROD-0000020;2008-01-24;5250;4970
PROD-0000021;2008-01-24;12070;11400
PROD-0000022;2008-01-24;69580;66500
PROD-0000023;2008-01-24;14030;13360
PROD-0000024;2008-01-24;15120;14160
PROD-0000025;2008-01-24;9940;9450
PROD-0000026;2008-01-24;890;850
PROD-0000027;2008-01-24;12070;11340
PROD-0000028;2008-01-24;54670;51790
PROD-0000029;2008-01-24;6020;5660
PROD-0000030;2008-01-24;4040;3780
PROD-0000031;2008-01-24;18040;17160
PROD-0000032;2008-01-24;5050;4750
PROD-0000033;2008-01-24;15380;14680
PROD-0000034;2008-01-24;20200;19150
PROD-0000035;2008-01-24;6040;5720
PROD-0000036;2008-01-24;30180;28500
PROD-0000037;2008-01-24;5050;4770
PROD-0000038;2008-01-24;6040;5760
PROD-0000039;2008-01-24;5480;5220
PROD-0000040;2008-01-24;14880;14230
PROD-0000041;2008-01-24;13100;12300
PROD-0000001;2008-01-25;10910;10450
PROD-0000002;2008-01-25;4180;3960
PROD-0000003;2008-01-25;6150;5930
PROD-0000004;2008-01-25;8020;7650
PROD-0000005;2008-01-25;7160;6740
PROD-0000006;2008-01-25;8020;7580
PROD-0000007;2008-01-25;4580;4410
PROD-0000008;2008-01-25;1070;1010
PROD-0000009;2008-01-25;4670;4440
PROD-0000010;2008-01-25;1100;1050
PROD-0000011;2008-01-25;1200;1140
PROD-0000012;2008-01-25;3510;3340
PROD-0000013;2008-01-25;12180;11510
PROD-0000014;2008-01-25;11230;10740
PROD-0000015;2008-01-25;18960;17970
PROD-0000016;2008-01-25;96000;90540
PROD-0000017;2008-01-25;1190;1140
PROD-0000018;2008-01-25;8860;8460
PROD-0000019;2008-01-25;6000;5700
PROD-0000020;2008-01-25;5220;4970
PROD-0000021;2008-01-25;11950;11400
PROD-0000022;2008-01-25;70140;66190
PROD-0000023;2008-01-25;14110;13410
PROD-0000024;2008-01-25;15120;14210
PROD-0000025;2008-01-25;10060;9500
PROD-0000026;2008-01-25;890;860
PROD-0000027;2008-01-25;12050;11370
PROD-0000028;2008-01-25;55000;51730
PROD-0000029;2008-01-25;6000;5640
PROD-0000030;2008-01-25;3980;3800
PROD-0000031;2008-01-25;17860;17230
PROD-0000032;2008-01-25;4990;4790
PROD-0000033;2008-01-25;15660;14820
PROD-0000034;2008-01-25;20080;19000
PROD-0000035;2008-01-25;5990;5760
PROD-0000036;2008-01-25;29820;28390
PROD-0000037;2008-01-25;5000;4790
PROD-0000038;2008-01-25;5950;5700
PROD-0000039;2008-01-25;5500;5250
PROD-0000040;2008-01-25;14880;14250
PROD-0000041;2008-01-25;12920;12270
PROD-0000001;2008-01-26;11020;10450
PROD-0000002;2008-01-26;4170;3980
PROD-0000003;2008-01-26;6150;5890
PROD-0000004;2008-01-26;7980;7600
PROD-0000005;2008-01-26;7130;6740
PROD-0000006;2008-01-26;8020;7670
PROD-0000007;2008-01-26;4600;4400
PROD-0000008;2008-01-26;1070;1020
PROD-0000009;2008-01-26;4750;4460
PROD-0000010;2008-01-26;1100;1040
PROD-0000011;2008-01-26;1200;1140
PROD-0000012;2008-01-26;3530;3320
PROD-0000013;2008-01-26;12270;11580
PROD-0000014;2008-01-26;11280;10740
PROD-0000015;2008-01-26;19040;18140
PROD-0000016;2008-01-26;95620;91930
PROD-0000017;2008-01-26;1200;1140
PROD-0000018;2008-01-26;8880;8520
PROD-0000019;2008-01-26;6010;5700
PROD-0000020;2008-01-26;5270;5000
PROD-0000021;2008-01-26;12100;11400
PROD-0000022;2008-01-26;70000;66980
PROD-0000023;2008-01-26;13970;13300
PROD-0000024;2008-01-26;15060;14250
PROD-0000025;2008-01-26;9940;9500
PROD-0000026;2008-01-26;910;860
PROD-0000027;2008-01-26;11980;11400
PROD-0000028;2008-01-26;55220;52250
PROD-0000029;2008-01-26;5980;5700
PROD-0000030;2008-01-26;4040;3800
PROD-0000031;2008-01-26;18070;17190
PROD-0000032;2008-01-26;4970;4750
PROD-0000033;2008-01-26;15660;14770
PROD-0000034;2008-01-26;20080;19000
PROD-0000035;2008-01-26;5990;5700
PROD-0000036;2008-01-26;30120;28510
PROD-0000037;2008-01-26;5000;4700
PROD-0000038;2008-01-26;5990;5700
PROD-0000039;2008-01-26;5500;5220
PROD-0000040;2008-01-26;15000;14250
PROD-0000041;2008-01-26;13080;12350
PROD-0000001;2008-01-27;11000;10450
PROD-0000002;2008-01-27;4170;3960
PROD-0000003;2008-01-27;6220;5890
PROD-0000004;2008-01-27;8080;7550
PROD-0000005;2008-01-27;7090;6780
PROD-0000006;2008-01-27;8080;7600
PROD-0000007;2008-01-27;4580;4370
PROD-0000008;2008-01-27;1070;1020
PROD-0000009;2008-01-27;4660;4420
PROD-0000010;2008-01-27;1090;1040
PROD-0000011;2008-01-27;1190;1150
PROD-0000012;2008-01-27;3540;3340
PROD-0000013;2008-01-27;12270;11630
PROD-0000014;2008-01-27;11250;10750
PROD-0000015;2008-01-27;19080;18020
PROD-0000016;2008-01-27;96190;91200
PROD-0000017;2008-01-27;1200;1150
PROD-0000018;2008-01-27;8880;8460
PROD-0000019;2008-01-27;5960;5700
PROD-0000020;2008-01-27;5280;4970
PROD-0000021;2008-01-27;12100;11440
PROD-0000022;2008-01-27;69580;66150
PROD-0000023;2008-01-27;14000;13180
PROD-0000024;2008-01-27;14880;14260
PROD-0000025;2008-01-27;10040;9420
PROD-0000026;2008-01-27;900;860
PROD-0000027;2008-01-27;11900;11400
PROD-0000028;2008-01-27;55000;52480
PROD-0000029;2008-01-27;6010;5710
PROD-0000030;2008-01-27;4040;3800
PROD-0000031;2008-01-27;18040;17100
PROD-0000032;2008-01-27;4990;4750
PROD-0000033;2008-01-27;15500;14720
PROD-0000034;2008-01-27;20080;19080
PROD-0000035;2008-01-27;5980;5680
PROD-0000036;2008-01-27;29880;28240
PROD-0000037;2008-01-27;4990;4750
PROD-0000038;2008-01-27;6060;5670
PROD-0000039;2008-01-27;5510;5210
PROD-0000040;2008-01-27;14940;14250
PROD-0000041;2008-01-27;12970;12350
PROD-0000001;2008-01-28;11020;10420
PROD-0000002;2008-01-28;4230;3990
PROD-0000003;2008-01-28;6250;5880
PROD-0000004;2008-01-28;7970;7600
PROD-0000005;2008-01-28;7100;6740
PROD-0000006;2008-01-28;8050;7600
PROD-0000007;2008-01-28;4630;4350
PROD-0000008;2008-01-28;1060;1020
PROD-0000009;2008-01-28;4700;4500
PROD-0000010;2008-01-28;1100;1060
PROD-0000011;2008-01-28;1200;1150
PROD-0000012;2008-01-28;3510;3320
PROD-0000013;2008-01-28;12150;11590
PROD-0000014;2008-01-28;11210;10740
PROD-0000015;2008-01-28;18960;18070
PROD-0000016;2008-01-28;96190;91720
PROD-0000017;2008-01-28;1200;1140
PROD-0000018;2008-01-28;8970;8460
PROD-0000019;2008-01-28;5960;5700
PROD-0000020;2008-01-28;5270;4960
PROD-0000021;2008-01-28;11980;11400
PROD-0000022;2008-01-28;70700;66090
PROD-0000023;2008-01-28;13970;13410
PROD-0000024;2008-01-28;14910;14250
PROD-0000025;2008-01-28;10020;9500
PROD-0000026;2008-01-28;900;860
PROD-0000027;2008-01-28;12000;11400
PROD-0000028;2008-01-28;55550;52240
PROD-0000029;2008-01-28;5980;5700
PROD-0000030;2008-01-28;3980;3800
PROD-0000031;2008-01-28;18040;16950
PROD-0000032;2008-01-28;4990;4790
PROD-0000033;2008-01-28;15590;14720
PROD-0000034;2008-01-28;20120;19000
PROD-0000035;2008-01-28;5990;5710
PROD-0000036;2008-01-28;30300;28520
PROD-0000037;2008-01-28;5010;4760
PROD-0000038;2008-01-28;6020;5660
PROD-0000039;2008-01-28;5500;5280
PROD-0000040;2008-01-28;15120;14210
PROD-0000041;2008-01-28;12970;12440
PROD-0000001;2008-01-29;10930;10450
PROD-0000002;2008-01-29;4190;4010
PROD-0000003;2008-01-29;6250;5910
PROD-0000004;2008-01-29;7950;7670
PROD-0000005;2008-01-29;7140;6810
PROD-0000006;2008-01-29;8020;7600
PROD-0000007;2008-01-29;4570;4370
PROD-0000008;2008-01-29;1070;1010
PROD-0000009;2008-01-29;4750;4480
PROD-0000010;2008-01-29;1090;1040
PROD-0000011;2008-01-29;1200;1140
PROD-0000012;2008-01-29;3490;3360
PROD-0000013;2008-01-29;12300;11640
PROD-0000014;2008-01-29;11320;10660
PROD-0000015;2008-01-29;18960;18050
PROD-0000016;2008-01-29;96580;91200
PROD-0000017;2008-01-29;1200;1130
PROD-0000018;2008-01-29;8830;8460
PROD-0000019;2008-01-29;6020;5700
PROD-0000020;2008-01-29;5270;4940
PROD-0000021;2008-01-29;11950;11410
PROD-0000022;2008-01-29;70140;66020
PROD-0000023;2008-01-29;14030;13300
PROD-0000024;2008-01-29;14880;14300
PROD-0000025;2008-01-29;10020;9580
PROD-0000026;2008-01-29;900;860
PROD-0000027;2008-01-29;11900;11420
PROD-0000028;2008-01-29;55550;51800
PROD-0000029;2008-01-29;6060;5720
PROD-0000030;2008-01-29;3970;3800
PROD-0000031;2008-01-29;18040;17280
PROD-0000032;2008-01-29;4980;4760
PROD-0000033;2008-01-29;15500;14720
PROD-0000034;2008-01-29;20200;19000
PROD-0000035;2008-01-29;5990;5720
PROD-0000036;2008-01-29;30000;28500
PROD-0000037;2008-01-29;4970;4770
PROD-0000038;2008-01-29;5960;5700
PROD-0000039;2008-01-29;5470;5170
PROD-0000040;2008-01-29;15150;14270
PROD-0000041;2008-01-29;13000;12350
PROD-0000001;2008-01-30;11040;10360
PROD-0000002;2008-01-30;4210;4010
PROD-0000003;2008-01-30;6210;5830
PROD-0000004;2008-01-30;7950;7650
PROD-0000005;2008-01-30;7090;6680
PROD-0000006;2008-01-30;8030;7670
PROD-0000007;2008-01-30;4570;4350
PROD-0000008;2008-01-30;1080;1010
PROD-0000009;2008-01-30;4680;4450
PROD-0000010;2008-01-30;1100;1040
PROD-0000011;2008-01-30;1200;1140
PROD-0000012;2008-01-30;3520;3340
PROD-0000013;2008-01-30;12320;11530
PROD-0000014;2008-01-30;11410;10720
PROD-0000015;2008-01-30;19190;18050
PROD-0000016;2008-01-30;95420;91200
PROD-0000017;2008-01-30;1200;1130
PROD-0000018;2008-01-30;8880;8440
PROD-0000019;2008-01-30;6020;5700
PROD-0000020;2008-01-30;5220;4940
PROD-0000021;2008-01-30;11930;11310
PROD-0000022;2008-01-30;70560;66930
PROD-0000023;2008-01-30;14060;13320
PROD-0000024;2008-01-30;15120;14100
PROD-0000025;2008-01-30;10020;9570
PROD-0000026;2008-01-30;910;860
PROD-0000027;2008-01-30;12050;11450
PROD-0000028;2008-01-30;54560;52050
PROD-0000029;2008-01-30;5990;5700
PROD-0000030;2008-01-30;4020;3790
PROD-0000031;2008-01-30;17930;17020
PROD-0000032;2008-01-30;4990;4760
PROD-0000033;2008-01-30;15440;14600
PROD-0000034;2008-01-30;20080;18940
PROD-0000035;2008-01-30;6060;5700
PROD-0000036;2008-01-30;30180;28730
PROD-0000037;2008-01-30;5010;4780
PROD-0000038;2008-01-30;5990;5670
PROD-0000039;2008-01-30;5490;5220
PROD-0000040;2008-01-30;14970;14250
PROD-0000041;2008-01-30;12920;12450
PROD-0000001;2008-01-31;10980;10450
PROD-0000002;2008-01-31;4170;3990
PROD-0000003;2008-01-31;6240;5890
PROD-0000004;2008-01-31;8050;7550
PROD-0000005;2008-01-31;7060;6780
PROD-0000006;2008-01-31;8030;7600
PROD-0000007;2008-01-31;4560;4370
PROD-0000008;2008-01-31;1070;1020
PROD-0000009;2008-01-31;4750;4490
PROD-0000010;2008-01-31;1100;1040
PROD-0000011;2008-01-31;1210;1140
PROD-0000012;2008-01-31;3510;3300
PROD-0000013;2008-01-31;12130;11580
PROD-0000014;2008-01-31;11280;10740
PROD-0000015;2008-01-31;19110;17870
PROD-0000016;2008-01-31;95230;90700
PROD-0000017;2008-01-31;1190;1140
PROD-0000018;2008-01-31;8920;8440
PROD-0000019;2008-01-31;6040;5720
PROD-0000020;2008-01-31;5220;4930
PROD-0000021;2008-01-31;12120;11490
PROD-0000022;2008-01-31;69440;67160
PROD-0000023;2008-01-31;13970;13260
PROD-0000024;2008-01-31;15060;14250
PROD-0000025;2008-01-31;10000;9480
PROD-0000026;2008-01-31;890;850
